batch,time,mdm2,MDM2,p53
batch 1,0.0,0.0,0.0,0.0
batch 1,0.2,0.0035,0.0019,2.2052
batch 1,0.4,0.0277,0.0283,4.3874
batch 1,0.6,0.0905,0.1345,6.4384
batch 1,0.8,0.2014,0.3929,8.1059
batch 1,1.0,0.3508,0.863,8.9867
batch 1,1.2,0.5027,1.5463,8.6044
batch 1,1.4,0.6047,2.3522,6.5857
batch 1,1.6,0.6252,3.1179,2.8913
batch 1,1.8,0.5954,3.7101,0.0445
batch 1,2.0,0.5635,4.1213,0.0385
batch 1,2.2,0.5333,4.3896,0.0354
batch 1,2.4,0.5046,4.5467,0.0339
batch 1,2.6,0.4776,4.6176,0.0332
batch 1,2.8,0.4519,4.6224,0.0331
batch 1,3.0,0.4277,4.5769,0.0335
batch 1,3.2,0.4048,4.4938,0.0343
batch 1,3.4,0.383,4.383,0.0354
batch 1,3.6,0.3625,4.2523,0.0369
batch 1,3.8,0.343,4.108,0.0386
batch 1,4.0,0.3246,3.9548,0.0406
batch 1,4.2,0.3072,3.7965,0.0428
batch 1,4.4,0.2907,3.6361,0.0454
batch 1,4.6,0.2751,3.4757,0.0484
batch 1,4.8,0.2604,3.317,0.0517
batch 1,5.0,0.2464,3.1614,0.0554
batch 1,5.2,0.2332,3.0097,0.0595
batch 1,5.4,0.2207,2.8626,0.0642
batch 1,5.6,0.2089,2.7206,0.0695
batch 1,5.8,0.1977,2.5839,0.0754
batch 1,6.0,0.1871,2.4528,0.0821
batch 1,6.2,0.1771,2.3272,0.0898
batch 1,6.4,0.1676,2.2072,0.0986
batch 1,6.6,0.1586,2.0927,0.1088
batch 1,6.8,0.1501,1.9836,0.1206
batch 1,7.0,0.1421,1.8798,0.1344
batch 1,7.2,0.1345,1.7812,0.1508
batch 1,7.4,0.1274,1.6875,0.1704
batch 1,7.6,0.1206,1.5985,0.1942
batch 1,7.8,0.1142,1.5142,0.2235
batch 1,8.0,0.1082,1.4344,0.26
batch 1,8.2,0.1026,1.3588,0.3063
batch 1,8.4,0.0973,1.2874,0.3658
batch 1,8.6,0.0924,1.2201,0.4431
batch 1,8.8,0.088,1.157,0.544
batch 1,9.0,0.0841,1.098,0.6754
batch 1,9.2,0.0808,1.0436,0.8445
batch 1,9.4,0.0784,0.9944,1.0573
batch 1,9.6,0.0772,0.9513,1.3168
batch 1,9.8,0.0777,0.916,1.6211
batch 1,10.0,0.0804,0.8909,1.9617
batch 1,10.2,0.086,0.879,2.3219
batch 1,10.4,0.0949,0.8838,2.676
batch 1,10.6,0.1071,0.9086,2.9891
batch 1,10.8,0.1222,0.9558,3.219
batch 1,11.0,0.1387,1.0253,3.3206
batch 1,11.2,0.1547,1.1137,3.2528
batch 1,11.4,0.1675,1.2133,2.9879
batch 1,11.6,0.175,1.3135,2.5219
batch 1,11.8,0.1762,1.4022,1.8847
batch 1,12.0,0.1718,1.4697,1.1547
batch 1,12.2,0.1641,1.5112,0.5103
batch 1,12.4,0.1555,1.5281,0.2506
batch 1,12.6,0.1473,1.5249,0.2286
batch 1,12.8,0.1395,1.5066,0.234
batch 1,13.0,0.1321,1.4769,0.2463
batch 1,13.2,0.1252,1.4389,0.2648
batch 1,13.4,0.1186,1.3951,0.29
batch 1,13.6,0.1125,1.3474,0.3234
batch 1,13.8,0.1067,1.2974,0.3669
batch 1,14.0,0.1013,1.2462,0.4233
batch 1,14.2,0.0963,1.1948,0.4966
batch 1,14.4,0.0918,1.1443,0.5915
batch 1,14.6,0.0878,1.0952,0.7136
batch 1,14.8,0.0844,1.0486,0.8688
batch 1,15.0,0.0819,1.0053,1.062
batch 1,15.2,0.0805,0.9667,1.2959
batch 1,15.4,0.0806,0.9345,1.569
batch 1,15.6,0.0826,0.9107,1.8746
batch 1,15.8,0.0871,0.8981,2.199
batch 1,16.0,0.0944,0.8998,2.5208
batch 1,16.2,0.1047,0.9186,2.8108
batch 1,16.4,0.1175,0.9568,3.0331
batch 1,16.6,0.1319,1.0146,3.149
batch 1,16.8,0.1461,1.0896,3.1219
batch 1,17.0,0.158,1.1758,2.9255
batch 1,17.2,0.1658,1.2647,2.5518
batch 1,17.4,0.1683,1.3461,2.0196
batch 1,17.6,0.1656,1.4107,1.3835
batch 1,17.8,0.1592,1.453,0.756
batch 1,18.0,0.1512,1.4724,0.3529
batch 1,18.2,0.1433,1.4721,0.2612
batch 1,18.4,0.1358,1.4565,0.2598
batch 1,18.6,0.1286,1.4296,0.2725
batch 1,18.8,0.1219,1.3942,0.2929
batch 1,19.0,0.1156,1.3529,0.3214
batch 1,19.2,0.1096,1.3077,0.3593
batch 1,19.4,0.104,1.26,0.4092
batch 1,19.6,0.0989,1.2111,0.4741
batch 1,19.8,0.0941,1.1622,0.5585
batch 1,20.0,0.0899,1.114,0.6674
batch 1,20.2,0.0862,1.0676,0.8064
batch 1,20.4,0.0833,1.0238,0.981
batch 1,20.6,0.0814,0.9839,1.1946
batch 1,20.8,0.0808,0.9493,1.4479
batch 1,21.0,0.0819,0.9221,1.7365
batch 1,21.2,0.0852,0.9046,2.0501
batch 1,21.4,0.0911,0.8998,2.3709
batch 1,21.6,0.1,0.9107,2.6736
batch 1,21.8,0.1115,0.9398,2.9257
batch 1,22.0,0.1251,0.9882,3.09
batch 1,22.2,0.1393,1.0548,3.129
batch 1,22.4,0.1522,1.1354,3.0117
batch 1,22.6,0.1619,1.2225,2.7214
batch 1,22.8,0.1667,1.3068,2.2641
batch 1,23.0,0.1662,1.3784,1.6762
batch 1,23.2,0.1613,1.43,1.0371
batch 1,23.4,0.1539,1.4588,0.506
batch 1,23.6,0.1459,1.4664,0.2873
batch 1,23.8,0.1382,1.457,0.2623
batch 1,24.0,0.131,1.4347,0.2705
batch 1,24.2,0.1241,1.4029,0.288
batch 1,24.4,0.1176,1.3641,0.3135
batch 1,24.6,0.1116,1.3207,0.348
batch 1,24.8,0.1059,1.2742,0.3935
batch 2,0.0,0.0,2.0,4.0
batch 2,0.2,0.0212,1.6297,2.3753
batch 2,0.4,0.0278,1.3571,1.4988
batch 2,0.6,0.0299,1.146,1.1856
batch 2,0.8,0.0314,0.9799,1.267
batch 2,1.0,0.0341,0.8505,1.6179
batch 2,1.2,0.0399,0.755,2.1662
batch 2,1.4,0.0513,0.6951,2.8532
batch 2,1.6,0.0711,0.6778,3.6077
batch 2,1.8,0.1014,0.7137,4.3344
batch 2,2.0,0.1423,0.8135,4.9106
batch 2,2.2,0.1902,0.9827,5.1933
batch 2,2.4,0.2371,1.2137,5.0413
batch 2,2.6,0.2727,1.482,4.3511
batch 2,2.8,0.2887,1.7484,3.1013
batch 2,3.0,0.2848,1.9726,1.4089
batch 2,3.2,0.2707,2.132,0.1214
batch 2,3.4,0.2562,2.2309,0.098
batch 2,3.6,0.2425,2.2822,0.0938
batch 2,3.8,0.2295,2.297,0.0925
batch 2,4.0,0.2172,2.2838,0.0933
batch 2,4.2,0.2056,2.2496,0.0958
batch 2,4.4,0.1945,2.1998,0.0996
batch 2,4.6,0.1841,2.1387,0.1049
batch 2,4.8,0.1743,2.0696,0.1115
batch 2,5.0,0.165,1.9953,0.1196
batch 2,5.2,0.1561,1.9177,0.1294
batch 2,5.4,0.1478,1.8385,0.1413
batch 2,5.6,0.1399,1.759,0.1555
batch 2,5.8,0.1325,1.68,0.1728
batch 2,6.0,0.1254,1.6024,0.1937
batch 2,6.2,0.1188,1.5266,0.2195
batch 2,6.4,0.1125,1.4531,0.2516
batch 2,6.6,0.1067,1.3821,0.2919
batch 2,6.8,0.1011,1.3139,0.3433
batch 2,7.0,0.096,1.2487,0.4097
batch 2,7.2,0.0913,1.1867,0.4959
batch 2,7.4,0.0871,1.1281,0.6082
batch 2,7.6,0.0834,1.0733,0.7533
batch 2,7.8,0.0804,1.0227,0.9377
batch 2,8.0,0.0785,0.9773,1.1661
batch 2,8.2,0.0779,0.9384,1.4397
batch 2,8.4,0.0792,0.9079,1.7541
batch 2,8.6,0.083,0.8883,2.0976
batch 2,8.8,0.0896,0.883,2.4507
batch 2,9.0,0.0996,0.8954,2.7844
batch 2,9.2,0.1127,0.9283,3.0619
batch 2,9.4,0.1281,0.9832,3.2405
batch 2,9.6,0.1442,1.0588,3.2772
batch 2,9.8,0.1588,1.1502,3.1363
batch 2,10.0,0.1694,1.2485,2.7993
batch 2,10.2,0.1743,1.3427,2.2744
batch 2,10.4,0.1731,1.4217,1.6064
batch 2,10.6,0.1673,1.4776,0.8977
batch 2,10.8,0.1591,1.508,0.3759
batch 2,11.0,0.1508,1.5159,0.2414
batch 2,11.2,0.1428,1.506,0.2356
batch 2,11.4,0.1353,1.4828,0.2444
batch 2,11.6,0.1281,1.4496,0.2598
batch 2,11.8,0.1214,1.4094,0.2818
batch 2,12.0,0.1151,1.3642,0.3113
batch 2,12.2,0.1092,1.3158,0.3501
batch 2,12.4,0.1036,1.2657,0.4007
batch 2,12.6,0.0984,1.2148,0.4663
batch 2,12.8,0.0937,1.1643,0.5515
batch 2,13.0,0.0895,1.1149,0.6614
batch 2,13.2,0.0858,1.0674,0.8019
batch 2,13.4,0.0829,1.0229,0.9785
batch 2,13.6,0.081,0.9824,1.1947
batch 2,13.8,0.0804,0.9474,1.4513
batch 2,14.0,0.0816,0.9199,1.7437
batch 2,14.2,0.085,0.9023,2.0614
batch 2,14.4,0.0911,0.8977,2.3862
batch 2,14.6,0.1001,0.9091,2.6923
batch 2,14.8,0.1119,0.9389,2.9465
batch 2,15.0,0.1257,0.9885,3.1108
batch 2,15.2,0.1401,1.0565,3.1472
batch 2,15.4,0.1532,1.1386,3.0242
batch 2,15.6,0.1629,1.2272,2.7253
batch 2,15.8,0.1677,1.3125,2.2571
batch 2,16.0,0.167,1.3848,1.6575
batch 2,16.2,0.1619,1.4366,1.0096
batch 2,16.4,0.1544,1.4652,0.4817
